FID,name,stadt,plz,strasse,hausnr,etage,raumnummer,oeffnungszeiten,kategorie,preis,wickeln,standort_beschreibung,zustand,einschraenkungen,mail,website,telefon,zustaendiges_referat,erzeugt_bearbeitet,din_18040_1,toilette_fuer_alle,eignung_blindenhunde,eingangstuer_typ,eingangstuer_glasmarkierung,eingangstuer_klingel_taster,eingangstuer_leichte_fuehrung,eingangstuer_radar_schluessel,eingangstuer_euro_schluessel,eingangstuer_wendekreis,eingangstuer_breite,rampe,rampe_steigung,treppe_vorhanden,treppe_antirutsch,treppe_blindenschrift,treppe_gelaender,treppe_kontrast_visuell,treppe_kontrast_taktil,treppe_stufenanzahl,treppe_stufenhoehe,rollstuhllift,eingangsbereich_beschreibung,gebaeudeinneres_gangbreite,gebaeudeinneres_induktionsschleifen,gebaeudeinneres_fuehrungsrillen,gebaeudeinneres_ruhig,gebaeudeinneres_beleuchtet,aufzug_vorhanden,aufzug_tuerbreite,aufzug_tiefe,aufzug_breite,wctuer_typ,wctuer_glasmarkierung,wctuer_klingel_taster,wctuer_leichte_fuehrung,wctuer_radar_schluessel,wctuer_euro_schluessel,wctuer_wendekreis,wctuer_breite,wctuer_bemerkung,wc_badewanne,wc_dusche,wc_spiegel,wc_gelaender,wc_deckenlifter,wc_standlifter,wc_liege,wc_spiegelhoehe,wc_handtuchspenderhoehe,wc_seifenspender_hoehe,wc_waschbecken_oberkante,wc_waschbecken_hoehe_unterfahrbar,wc_waschbecken_tiefe_unterfahrbar,wc_buegel_rechts,wc_buegel_links,wc_buegel_distanz,wc_buegelhoehe,wc_sitzhoehe,wc_platz_davor,wc_platz_rechts,wc_platz_links,wc_spuelknopf_hinten,wc_spuelknopf_rechts,wc_spuelknopf_links,wc_spuelknopf_hoehe,wc_position_notruf,wc_hoehe_notruf,wc_bermerkung,foto,shape
wc_finder_opendata.217,Öffentliche Toilette U-Bahnhof Arabellapark B,München,81925,Englschalkinger Str.,,1.UG,1,Täglich 00:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,0,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,100,200,145,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,87,,0,0,1,0,0,0,0,108,96,100,84,74,35,1,1,56,76,46,80,45,65,1,1,1,72,links,86,,,POINT (695093.5600009151 5336707.919997727)
wc_finder_opendata.218,Öffentliche Toilette U-Bahnhof Max-Weber-Platz H,München,81675,Max-Weber-Platz,,1.UG,145,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693345.4700008756 5334648.199997855)
wc_finder_opendata.219,Öffentliche Toilette U-Bahnhof Max-Weber-Platz D,München,81675,Max-Weber-Platz,,1.UG,143,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693345.4700008756 5334648.199997855)
wc_finder_opendata.220,Öffentliche Toilette U-Bahnhof Max-Weber-Platz B,München,81675,Max-Weber-Platz,,1.UG,144.1,Täglich 00:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,teilweise Beeinträchtigung,mind. ein Notknopf defekt,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,1,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,100,170,120,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,93,,0,0,1,0,0,0,0,108,90,,80,70,35,1,1,57,76,50,140,105,105,1,1,1,74,rechts,85,,,POINT (693345.4700008756 5334648.199997855)
wc_finder_opendata.221,Öffentliche Toilette U-Bahnhof Prinzregentenplatz H,München,81675,Prinzregentenplatz,,1.UG,17,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693954.9200008893 5335081.159997811)
wc_finder_opendata.222,Öffentliche Toilette U-Bahnhof Prinzregentenplatz D,München,81675,Prinzregentenplatz,,1.UG,18,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693954.9200008893 5335081.159997811)
wc_finder_opendata.223,Öffentliche Toilette U-Bahnhof Prinzregentenplatz B,München,81675,Prinzregentenplatz,,2.UG,82,Täglich 00:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,18.03.2024 / 18.03.2024,0,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,100,140,165,Öffnet nach außen/Türanschlag links,1,0,0,0,1,,90,,0,0,1,0,0,0,0,107,95,87,80,70,35,1,1,67,86,47,60,85,53,1,1,1,82,rechts,80,,,POINT (693900.7800008883 5335010.439997816)
wc_finder_opendata.224,Öffentliche Toilette Bushaltestelle Waldfriedhof B,München,81377,Waldfriedhofstr.,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 14.03.2024,1,0,,,,,,,,,,,,0,,,,,,,,0,,,0,0,0,1,0,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,92,,0,0,1,0,0,0,0,133,92,,,verstellbar,,1,1,57,76,50,130,89,93,1,1,1,107,rechts,84,,,POINT (686297.4500007285 5331808.809998286)
wc_finder_opendata.225,Öffentliche Toilette Bushaltestelle Waldfriedhof D,München,81377,Waldfriedhofstr.,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 14.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686297.4500007285 5331808.809998286)
wc_finder_opendata.226,Öffentliche Toilette Bushaltestelle Waldfriedhof M,München,81377,Waldfriedhofstr.,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 14.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686297.4500007285 5331808.809998286)
wc_finder_opendata.227,Öffentliche Toilette Bushaltestelle Lorettoplatz D,München,81377,Lorettoplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 14.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685282.880000709 5330808.6599983405)
wc_finder_opendata.228,Öffentliche Toilette Bushaltestelle Lorettoplatz M,München,81377,Lorettoplatz,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 14.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685282.880000709 5330808.6599983405)
wc_finder_opendata.229,Öffentliche Toilette U-Bahnhof Fraunhoferstraße D,München,80469,Baaderstr./Fraunhoferstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691649.6900008384 5333792.349997968)
wc_finder_opendata.230,Öffentliche Toilette U-Bahnhof Fraunhoferstraße B,München,80469,Baaderstr./Fraunhoferstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,1,,Öffnet nach innen/Türanschlag links,1,0,1,0,0,,94,,,1,0,0,1,1,0,36,16,0,,150,0,0,1,1,1,100,140,103,Öffnet nach außen/Türanschlag rechts,,0,1,0,1,,133,,0,0,1,0,1,0,1,108,98,91,,verstellbar,35,1,1,67,88,47,400,93,70,1,1,1,84,rechts,78 / 33,,,POINT (691649.6900008384 5333792.349997968)
wc_finder_opendata.231,Öffentliche Toilette Marienplatz Prunkhof M,München,80331,Marienplatz/Prunkhof,,EG,,"Mo-Fr 08:00 Uhr bis 21:00 Uhr, Sa 09:00 Uhr bis 20:00 Uhr, So/Feiertag 10:00 Uhr bis 20:00 Uhr",männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691619.9400008376 5334809.33999797)
wc_finder_opendata.232,Öffentliche Toilette Marienplatz Prunkhof D,München,80331,Marienplatz/Prunkhof,,EG,,"Mo-Fr 08:00 Uhr bis 21:00 Uhr, Sa 09:00 Uhr bis 20:00 Uhr, So/Feiertag 10:00 Uhr bis 20:00 Uhr",weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691619.9400008376 5334809.33999797)
wc_finder_opendata.233,Öffentliche Toilette Marienplatz Prunkhof B,München,80331,Marienplatz/Prunkhof,,EG,,"Mo-Fr 08:00 Uhr bis 21:00 Uhr, Sa 09:00 Uhr bis 20:00 Uhr, So/Feiertag 10:00 Uhr bis 20:00 Uhr",barrierefrei,0,0,schlechte Beschilderung innerhalb der Toilettenräume,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,0,,Öffnet nach innen/Türanschlag links,1,0,1,0,1,,103,,,0,,,,,,,,,,100,0,0,1,1,,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,100,,0,0,1,0,0,0,0,124,106,96,85,70,35,1,1,70,86,52,125,135,135,1,0,0,107,nicht vorhanden,,,,POINT (691619.9400008376 5334809.33999797)
wc_finder_opendata.234,Öffentliche Toilette U-Bahnhof Marienplatz M,München,80331,Marienplatz/Dienerstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691653.9200008383 5334730.289997969)
wc_finder_opendata.235,Öffentliche Toilette U-Bahnhof Marienplatz D,München,80331,Marienplatz/Dienerstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691653.9200008383 5334730.289997969)
wc_finder_opendata.236,Öffentliche Toilette U-Bahnhof Marienplatz B,München,80331,Marienplatz/Dienerstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,1,1,,Automatische Schiebetür,1,0,1,0,1,,100,,,,,,,,,,,,,,0,0,0,1,1,100,140,105,Automatische Schiebetür,1,0,1,0,1,,86,,0,0,1,0,1,0,1,86,102,,,verstellbar,35,1,1,57,77,49,145,90,170,1,1,1,73,rechts,10,,,POINT (691653.9200008383 5334730.289997969)
wc_finder_opendata.237,Öffentliche Toilette Sendlinger Tor M,München,80336,Herzog-Wilhelm-Straße,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691025.3900008248 5334404.429998008)
wc_finder_opendata.238,Öffentliche Toilette Sendlinger Tor D,München,80336,Herzog-Wilhelm-Straße,,EG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691025.3900008248 5334404.429998008)
wc_finder_opendata.239,Öffentliche Toilette U-Bahnhof Giesing M,München,81539,Giesinger Bahnhofplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693183.6400008728 5331871.879997873)
wc_finder_opendata.240,Öffentliche Toilette U-Bahnhof Goetheplatz M,München,80337,Goetheplatz/Lindwurm-/Häberlestr.,,1.UG,,Täglich 08:00 Uhr bis 20:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690381.5500008113 5333853.349998049)
wc_finder_opendata.241,Öffentliche Toilette U-Bahnhof Goetheplatz B,München,80337,Goetheplatz/Lindwurm-/Häberlestr.,,1.UG,,Täglich 08:00 Uhr bis 20:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,1,0,,Tür ist immer offen,1,0,1,0,1,,93,,,1,0,0,1,0,0,24,16,0,,,0,0,0,1,1,100,110,160,Öffnet nach außen/Türanschlag links,1,0,0,0,1,,90,,0,0,1,0,0,0,0,88,94,,84,70,35,1,1,57,85,50,77,100,31,1,1,1,83,links,36,,,POINT (690381.5500008113 5333853.349998049)
wc_finder_opendata.242,Öffentliche Toilette U-Bahnhof Innsbrucker Ring B,München,81671,Bad-Schachener-Straße,,1.UG,22,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,0,,Öffnet nach innen/Türanschlag rechts,1,0,1,0,0,,95,,,1,0,0,1,1,0,35,16,0,,,0,0,0,1,0,,,,Öffnet nach außen/Türanschlag rechts,,0,1,0,1,,93,,0,0,1,0,0,0,0,108,93,87,80,70,35,1,1,66,87,48,150,87,104,1,1,1,83,rechts,85 / 33,,,POINT (694969.0600009131 5333010.499997744)
wc_finder_opendata.243,Öffentliche Toilette U-Bahnhof Goetheplatz D,München,80337,Goetheplatz/Lindwurm-/Häberlestr.,,1.UG,,Täglich 08:00 Uhr bis 20:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690381.5500008113 5333853.349998049)
wc_finder_opendata.244,Öffentliche Toilette U-Bahnhof Innsbrucker Ring D,München,81671,Bad-Schachener-Straße,,1.UG,21,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694969.0600009131 5333010.499997744)
wc_finder_opendata.245,Öffentliche Toilette U-Bahnhof Giesing D,München,81539,Giesinger Bahnhofplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (693183.6400008728 5331871.879997873)
wc_finder_opendata.246,Öffentliche Toilette U-Bahnhof Innsbrucker Ring M,München,81671,Bad-Schachener-Straße,,1.UG,19,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (694969.0600009131 5333010.499997744)
wc_finder_opendata.247,Öffentliche Toilette U-Bahnhof Universität D,München,80539,Ludwigstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691986.6000008453 5336322.399997943)
wc_finder_opendata.248,Öffentliche Toilette U-Bahnhof Universität M,München,80539,Ludwigstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691986.6000008453 5336322.399997943)
wc_finder_opendata.249,Öffentliche Toilette U-Bahnhof Giesing B,München,81539,Giesinger Bahnhofplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,0,,Öffnet nach innen/Türanschlag rechts,1,0,1,0,0,,100,,,1,0,0,1,1,0,37,16,0,,,0,0,0,1,1,100,140,103,Öffnet nach außen/Türanschlag rechts,,0,1,0,1,,93,,0,0,1,0,0,0,0,108,92,86,82,70,35,1,1,83,88,47,160,40,96,1,1,1,83,rechts,86 / 95,,,POINT (693183.6400008728 5331871.879997873)
wc_finder_opendata.250,Öffentliche Toilette U-Bahnhof Silberhornstraße M,München,81539,Silberhornstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691961.8600008455 5332316.549997952)
wc_finder_opendata.251,Öffentliche Toilette U-Bahnhof Silberhornstraße D,München,81539,Silberhornstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691961.8600008455 5332316.549997952)
wc_finder_opendata.252,Öffentliche Toilette U-Bahnhof Silberhornstraße B,München,81539,Silberhornstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,0,,Öffnet nach innen/Türanschlag links,1,0,0,0,0,,100,,,1,0,0,1,1,0,32,16,0,,160,0,0,0,1,1,102,160,135,Öffnet nach außen/Türanschlag links,,0,0,0,1,,94,,0,0,1,0,0,0,0,105,93,87,82,70,35,1,1,67,84,46,200,80,90,1,1,1,80,links,84 / 33,,,POINT (691961.8600008455 5332316.549997952)
wc_finder_opendata.253,Öffentliche Toilette U-Bahnhof Fraunhoferstraße M,München,80469,Baaderstr./Fraunhoferstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,11.03.2024 / 11.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691649.6900008384 5333792.349997968)
wc_finder_opendata.254,Öffentliche Toilette U-Bahnhof Candidplatz D,München,81543,Waldeckstr.,,1.UG,3,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691377.2800008329 5331946.529997992)
wc_finder_opendata.255,Öffentliche Toilette U-Bahnhof Candidplatz B,München,81543,Waldeckstr.,,1.UG,6,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,0,,Öffnet nach außen/Türanschlag links,,0,0,1,0,,105,,,,,,,,,,,,,,0,0,0,1,1,100,180,125,,0,0,1,1,0,,105,,0,0,1,0,0,0,0,100,95,93,81,64,19,1,1,59,86,50,140,70,80,0,1,1,80,links,85 / 10,,,POINT (691377.2800008329 5331946.529997992)
wc_finder_opendata.256,Öffentliche Toilette U-Bahnhof Wettersteinplatz M,München,81547,Grünwalderstr.,,1.UG,69.1,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691688.8700008397 5331560.099997972)
wc_finder_opendata.257,Öffentliche Toilette U-Bahnhof Candidplatz M,München,81543,Waldeckstr.,,1.UG,5,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691377.2800008329 5331946.529997992)
wc_finder_opendata.258,Öffentliche Toilette U-Bahnhof Wettersteinplatz B,München,81547,Grünwalderstr.,,1.UG,68,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,0,0,,Öffnet nach außen/Türanschlag links,1,0,0,0,1,,94,,,,,,,,,,,,,,0,0,0,1,1,100,200,130,,1,0,0,0,1,,94,,0,0,1,0,0,0,0,106,93,87,,verstellbar,35,1,1,67,82,47,150,109,109,1,1,1,77,links,87 / 33,,,POINT (691688.8700008397 5331560.099997972)
wc_finder_opendata.259,Öffentliche Toilette U-Bahnhof Mangfallplatz M,München,81547,Naupliastr.,,1.UG,14,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692046.1500008479 5330321.429997952)
wc_finder_opendata.260,Öffentliche Toilette U-Bahnhof Wettersteinplatz D,München,81547,Grünwalderstr.,,1.UG,51.1,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,08.03.2024 / 08.03.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691688.8700008397 5331560.099997972)
